Record_ID,Company_Type,D-U-N-S@_Number,Latitude,Line_of_Business,Longtitude,Manufacturing_Indicator,Subsidiary_Status,Web_Address_(URL),Year_of_Founding,Auditors,Location_Type,Physical_Address,Physical_City,Physical_Country/Region,Physical_County,Physical_State,Physical_Zipcode,Primary_NAICS_Code,Primary_NAICS_Description
951235817,Private,11-928-2038,37.03962,NONRESIDENTIAL BUILDING OPERATOR,-76.42075,Manufacturer,Non-Subsidiary,,2024,,Single Location,19 HAMPSTEAD HEATH WAY STE A,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662992,531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
951235818,Private,11-947-2583,37.01859,BUSINESS SERVICES,-76.36649,Manufacturer,Non-Subsidiary,,2025,,Single Location,633 FAIRLAND AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236611411,561990,All Other Support Services
951235819,Private,11-943-4080,36.80495,RESIDENTIAL CARE SERVICES,-76.36262,Manufacturer,Non-Subsidiary,,2024,,Single Location,908 CLAY ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237013243,623220,Residential Mental Health and Substance Abuse Facilities
951235820,Private,11-957-3222,37.03066,BUSINESS SERVICES,-76.32206,Manufacturer,Non-Subsidiary,,2025,,Single Location,159B WOODLAND RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236632142,561499,All Other Business Support Services
951235821,Private,11-945-2020,36.88544,REAL ESTATE AGENT/MANAGER,-76.39149,Manufacturer,Non-Subsidiary,,2025,,Single Location,4225 SEDGEWYCK CIR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237035516,531210,Offices of Real Estate Agents and Brokers
951235822,Private,11-940-8026,37.017706,BUSINESS SERVICES,-76.369748,Manufacturer,Non-Subsidiary,,2024,,Single Location,7 MIDDLETON CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236611456,561990,All Other Support Services
951235823,Private,11-944-8513,37.03332,BUSINESS SERVICES,-76.39966,Manufacturer,Non-Subsidiary,,2025,,Single Location,108 CHATHAM TER,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664106,561990,All Other Support Services
951235824,Private,11-930-9791,36.89335,BUSINESS SERVICES,-76.3897,Manufacturer,Non-Subsidiary,,2024,,Single Location,4510 SOUTHAMPTON ARCH,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237031524,561990,All Other Support Services
951235825,Private,11-931-9632,37.01316,BUSINESS SERVICES,-76.36335,Manufacturer,Non-Subsidiary,,2024,,Single Location,349 BRIGHTWOOD AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236611641,561990,All Other Support Services
951235826,Private,12-139-7042,37.035053,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.399873,Manufacturer,Non-Subsidiary,,2021,,Single Location,124 JORDAN DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664159,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235827,Private,13-957-2413,37.06576,SCHOOL/EDUCATIONAL SERVICES,-76.38166,Manufacturer,Non-Subsidiary,,2025,,Single Location,118 GLASCOCK CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661626,611710,Educational Support Services
951235828,Private,13-987-4552,37.02066,SCHOOL/EDUCATIONAL SERVICES,-76.3639,Manufacturer,Non-Subsidiary,,2025,,Single Location,701 LASALLE AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693812,611710,Educational Support Services
951235829,Private,14-002-2242,37.01671,SCHOOL/EDUCATIONAL SERVICES,-76.35629,Manufacturer,Non-Subsidiary,,2025,,Single Location,35 W SUNSET RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236694368,611710,Educational Support Services
951235830,Private,13-409-1641,36.83231,SCHOOL/EDUCATIONAL SERVICES,-76.30805,Manufacturer,Non-Subsidiary,,2024,,Single Location,707 THOMAS CIR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237044126,611710,Educational Support Services
951235831,Private,11-926-7549,36.82152,BUSINESS SERVICES,-76.35118,Manufacturer,Non-Subsidiary,,2024,,Single Location,2017 AIRLINE BLVD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012903,561990,All Other Support Services
951235832,Private,02-765-5589,37.044698,RET CANDY/CONFECTIONERY,-76.412389,Manufacturer,Non-Subsidiary,,2023,,Single Location,5 STEEPLECHASE LOOP,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662266,445292,Confectionery and Nut Stores
951235833,Private,11-913-1298,37.059618,REAL ESTATE AGENT/MANAGER,-76.301641,Manufacturer,Non-Subsidiary,,2023,,Single Location,551 FOX HILL RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691600,531311,Residential Property Managers
951235834,Private,09-990-2383,37.060212,AUTOMOTIVE SERVICES,-76.349282,Manufacturer,Non-Subsidiary,,2023,,Single Location,13 JOSEPHS XING,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691995,488410,Motor Vehicle Towing
951235835,Private,00-731-8623,37.059222,CHILD DAY CARE SERVICES,-76.363197,Manufacturer,Non-Subsidiary,,2023,,Single Location,15 PELICAN SHORES DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236665232,624410,Child Day Care Services
951235836,Private,09-621-1126,37.063897,GENERAL AUTO REPAIR,-76.321202,Manufacturer,Non-Subsidiary,,2023,,Single Location,3 GLEN FOREST DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691658,811111,General Automotive Repair
951235837,Private,08-463-0835,36.797988,GENERAL AUTO REPAIR,-76.360234,Manufacturer,Non-Subsidiary,,2023,,Single Location,911 BOLD ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237013905,811111,General Automotive Repair
951235838,Private,13-170-0703,36.844998,RET GIFTS/NOVELTIES,-76.371854,Manufacturer,Non-Subsidiary,,2024,,Single Location,4516 DUKE DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237034917,459420,
951235839,Private,02-822-6540,36.818423,AUTOMOTIVE SERVICES,-76.358545,Manufacturer,Non-Subsidiary,,2023,,Single Location,107 KANSAS AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012514,488410,Motor Vehicle Towing
951235840,Private,03-212-2310,36.819769,AUTOMOTIVE SERVICES,-76.351626,Manufacturer,Non-Subsidiary,,2023,,Single Location,2134 COLORADO AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012920,488410,Motor Vehicle Towing
951235841,Private,11-918-3371,37.064941,BUSINESS CONSULTING SERVICES,-76.376468,Manufacturer,Non-Subsidiary,,2024,,Single Location,124 CULOTTA DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661725,541618,Other Management Consulting Services
951235842,Private,11-917-0435,37.018977,SCHOOL/EDUCATIONAL SERVICES,-76.357402,Manufacturer,Non-Subsidiary,,2023,,Single Location,23 PALMERSTON DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236694232,611699,All Other Miscellaneous Schools and Instruction
951235843,Private,02-027-9538,36.790532,CHILD DAY CARE SERVICES,-76.359172,Manufacturer,Non-Subsidiary,,2023,,Single Location,901 LISTON LN,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237014004,624410,Child Day Care Services
951235844,Private,13-823-8975,37.04557,BUSINESS CONSULTING SERVICES,-76.34617,Manufacturer,Non-Subsidiary,,2021,,Single Location,512 JONQUIL LN,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692163,541618,Other Management Consulting Services
951235845,Private,12-402-9523,36.845717,CONCRETE CONTRACTOR,-76.385199,Manufacturer,Non-Subsidiary,,2022,,Single Location,2429 BIDGOOD DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237034702,238110,Poured Concrete Foundation and Structure Contractors
951235846,Private,08-603-9411,37.100876,BUSINESS SERVICES,-76.426102,Manufacturer,Non-Subsidiary,,2023,,Single Location,134 LIGHTNING LOOP,HAMPTON,USA,YORK,VIRGINIA,236652556,541120,Offices of Notaries
951235847,Private,10-309-7640,36.821802,INDIVIDUAL/FAMILY SERVICES,-76.310572,Manufacturer,Non-Subsidiary,,2023,,Single Location,2217 PEARL ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237045642,624190,Other Individual and Family Services
951235848,Private,11-595-0968,37.049882,SERVICES-MISC,-76.374324,Manufacturer,Non-Subsidiary,,2023,,Single Location,62 WHEATLAND DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236663532,711510,"Independent Artists, Writers, and Performers"
951235849,Private,10-089-2229,36.825851,AUTO BODY REPAIR/PAINTING,-76.3453,Manufacturer,Non-Subsidiary,ACEEXPRESSDETAILING.SCHEDULISTA.COM,2023,,Single Location,3517 BRIGHTON ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237074307,811121,"Automotive Body, Paint, and Interior Repair and Maintenance"
951235850,Private,10-361-3562,36.824111,ANIMAL SERVICES,-76.309368,Manufacturer,Non-Subsidiary,,2023,,Single Location,47 GILMERTON AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237045619,115210,Support Activities for Animal Production
951235851,Private,12-904-7181,36.824851,LITHOGRAPHIC COMMERCIAL PRINTING,-76.353834,Manufacturer,Non-Subsidiary,,2024,,Single Location,4106 WINCHESTER DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237073704,323111,Commercial Printing (except Screen and Books)
951235852,Private,13-230-4892,37.08401,MISC PUBLISHING,-76.38624,Manufacturer,Non-Subsidiary,,2024,,Single Location,37 SEARCY DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661328,513199,
951235853,Private,13-357-2609,36.80375,LITHOGRAPHIC COMMERCIAL PRINTING,-76.38531,Manufacturer,Non-Subsidiary,,2024,,Single Location,102 BEDFORD PL,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012677,323111,Commercial Printing (except Screen and Books)
951235854,Private,13-331-3025,37.0506,PETROLEUM REFINER,-76.43995,Manufacturer,Non-Subsidiary,,2024,,Single Location,8 DANFIELD CIR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661806,324110,Petroleum Refineries
951235855,Private,11-912-4930,36.837775,BUSINESS SERVICES,-76.336848,Manufacturer,Non-Subsidiary,,2023,,Single Location,951 FLORIDA AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237071921,561990,All Other Support Services
951235856,Private,13-964-9786,37.09324,CHILD DAY CARE SERVICES,-76.35306,Manufacturer,Non-Subsidiary,,2025,,Single Location,344 GRAY AVE,HAMPTON,USA,YORK,VIRGINIA,236651816,624410,Child Day Care Services
951235857,Private,13-719-3233,37.02492,RET WOMEN'S CLOTHING,-76.40407,Manufacturer,Non-Subsidiary,,2025,,Single Location,1027 BARRY CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664605,458110,
951235858,Private,13-977-2360,36.82348,CHILD DAY CARE SERVICES,-76.31571,Manufacturer,Non-Subsidiary,,2025,,Single Location,2001 RICHMOND AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237045546,624410,Child Day Care Services
951235859,Private,13-932-5933,36.84228,GENERAL AUTO REPAIR,-76.32388,Manufacturer,Non-Subsidiary,,2025,,Single Location,2011 LECKIE ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237041551,811111,General Automotive Repair
951235860,Private,13-386-5427,36.84665,RET GIFTS/NOVELTIES,-76.34071,Manufacturer,Non-Subsidiary,,2024,,Single Location,513 HAMILTON AVE UNIT B,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237071649,459420,
951235861,Private,13-945-5712,37.06811,RET GIFTS/NOVELTIES,-76.3187,Manufacturer,Non-Subsidiary,,2025,,Single Location,80 FORT WORTH ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691146,459420,
951235862,Private,13-987-3498,36.99747,AUTOMOTIVE SERVICES,-76.39026,Manufacturer,Non-Subsidiary,,2025,,Single Location,304 GREENBRIAR AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236612502,811198,All Other Automotive Repair and Maintenance
951235863,Private,13-417-1595,37.03702,RET HOBBIES/TOYS/GAMES,-76.429,Manufacturer,Non-Subsidiary,,2024,,Single Location,631 REDHEART DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662919,459120,
951235864,Private,14-023-9316,37.03849,RET MISC MERCHANDISE,-76.42439,Manufacturer,Non-Subsidiary,,2025,,Single Location,706 MILTON DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662939,459999,
951235865,Private,13-758-0360,37.0063,RET WOMEN'S CLOTHING,-76.3628,Manufacturer,Non-Subsidiary,,2025,,Single Location,154 CHEROKEE RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236613504,458110,
951235866,Private,13-758-5578,36.99942,RET SPORTING GOODS/BICYCLES,-76.3912,Manufacturer,Non-Subsidiary,,2025,,Single Location,1203 VICTORIA BLVD APT A,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236612500,459110,
951235867,Private,14-002-6868,36.7965,RET MISC VEHICLES,-76.32621,Manufacturer,Non-Subsidiary,,2025,,Single Location,1 RODGERS PL,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237023108,441227,
951235868,Private,13-358-8536,37.0568,CHILD DAY CARE SERVICES,-76.31396,Manufacturer,Non-Subsidiary,,2024,,Single Location,133 GLASCOW WAY,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236695507,624410,Child Day Care Services
951235869,Private,13-957-5111,37.02938,RET MISC MERCHANDISE,-76.42883,Manufacturer,Non-Subsidiary,,2025,,Single Location,312 SOURWOOD DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236663608,459999,
951235870,Private,13-956-1746,37.05877,AUTOMOTIVE SERVICES,-76.32443,Manufacturer,Non-Subsidiary,,2025,,Single Location,11 HARRIS CREEK RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691513,488410,Motor Vehicle Towing
951235871,Private,13-318-7264,36.81972,RET MISC MERCHANDISE,-76.30781,Manufacturer,Non-Subsidiary,,2024,,Single Location,2510 CHESTNUT ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237046508,449210,
951235872,Private,13-876-8589,36.81567,RETAIL BAKERY,-76.37334,Manufacturer,Non-Subsidiary,,2025,,Single Location,724 CHEROKEE RD APT B,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012362,445291,Baked Goods Stores
951235873,Private,14-013-7771,36.79586,GENERAL AUTO REPAIR,-76.32241,Manufacturer,Non-Subsidiary,,2025,,Single Location,148 GILLIS RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237023100,811111,General Automotive Repair
951235874,Private,14-013-1820,36.81075,CHILD DAY CARE SERVICES,-76.33995,Manufacturer,Non-Subsidiary,,2025,,Single Location,3225 ELLIOTT AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237021113,624410,Child Day Care Services
951235875,Private,13-382-7884,37.04306,RET MISC MERCHANDISE,-76.40108,Manufacturer,Non-Subsidiary,,2024,,Single Location,19 TOPSAIL CT APT 528,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662384,459999,
951235876,Private,13-399-1537,37.00854,RET WOMEN'S CLOTHING,-76.35388,Manufacturer,Non-Subsidiary,,2024,,Single Location,134 BURNS ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236694610,458110,
951235877,Private,13-742-0195,37.09078,RETAIL BAKERY,-76.4072,Manufacturer,Non-Subsidiary,,2025,,Single Location,124 BAKER FARM DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236665332,445291,Baked Goods Stores
951235878,Private,13-689-3464,36.86005,RET HOBBIES/TOYS/GAMES,-76.38099,Manufacturer,Non-Subsidiary,,2025,,Single Location,3505 PINE RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237033826,459120,
951235879,Private,13-932-0165,36.79974,RET MISC MERCHANDISE,-76.31927,Manufacturer,Non-Subsidiary,,2025,,Single Location,53 PROSPECT PKWY,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237022831,449210,
951235880,Private,13-390-7002,37.09133,RET MISC MERCHANDISE,-76.39571,Manufacturer,Non-Subsidiary,,2024,,Single Location,6 BELMONT CT APT 201,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661240,459999,
951235881,Private,14-012-7570,36.81623,RETAIL BAKERY,-76.36511,Manufacturer,Non-Subsidiary,,2025,,Single Location,10 SENECA TRL,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012442,445291,Baked Goods Stores
951235882,Private,13-471-0084,36.88463,RET PAINT/GLASS/WALLPAPER,-76.39465,Manufacturer,Non-Subsidiary,,2024,,Single Location,4217 WHITE HERON PT,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237035359,444120,Paint and Wallpaper Stores
951235883,Private,13-719-1710,37.04433,RET FLORIST,-76.41802,Manufacturer,Non-Subsidiary,,2025,,Single Location,120 PATRICIAN DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662943,459310,
951235884,Private,12-876-6075,37.038519,GENERAL AUTO REPAIR,-76.353488,Manufacturer,Non-Subsidiary,,2024,,Single Location,402 LANGLEY AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692702,811111,General Automotive Repair
951235885,Private,13-718-5560,36.82687,RET MISC MERCHANDISE,-76.38407,Manufacturer,Non-Subsidiary,,2025,,Single Location,3 SUNSET LN,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237011043,459999,
951235886,Private,13-901-1673,37.04215,RET LUMBER/BUILDING MATERIALS,-76.31927,Manufacturer,Non-Subsidiary,,2025,,Single Location,1801 BANCROFT DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236632025,444180,
951235887,Private,13-330-2362,36.81824,CARPENTRY CONTRACTOR,-76.32289,Manufacturer,Non-Subsidiary,,2024,,Single Location,2801 NASHVILLE AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237046243,238130,Framing Contractors
951235888,Private,12-383-1816,36.846423,SERVICES-MISC,-76.333024,Manufacturer,Non-Subsidiary,ATHENASCREATIONS.COMPANY.SITE,2024,,Single Location,502 CHAUTAUQUA AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237072104,711510,"Independent Artists, Writers, and Performers"
951235889,Private,12-901-6372,36.863621,ANIMAL SERVICES,-76.37039,Manufacturer,Non-Subsidiary,,2024,,Single Location,10 WREN CRES,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237033626,812910,Pet Care (except Veterinary) Services
951235890,Private,13-208-9021,37.01492,AUTO BODY REPAIR/PAINTING,-76.37734,Manufacturer,Non-Subsidiary,,2024,,Single Location,2829 ROSALEE DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236612017,811121,"Automotive Body, Paint, and Interior Repair and Maintenance"
951235891,Private,13-169-3291,36.819068,CHILD DAY CARE SERVICES,-76.341244,Manufacturer,Non-Subsidiary,,2024,,Single Location,14 CALVIN ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237013002,624410,Child Day Care Services
951235892,Private,13-331-0432,37.0451,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.44254,Manufacturer,Non-Subsidiary,,2024,,Single Location,5 WENTWORTH PL,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661828,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235893,Private,13-329-9621,37.02176,LOCAL TRUCKING OPERATOR,-76.35574,Manufacturer,Non-Subsidiary,,2024,,Single Location,445 NEWPORT NEWS AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693926,484110,"General Freight Trucking, Local"
951235894,Private,13-337-2296,37.03406,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.35712,Manufacturer,Non-Subsidiary,,2024,,Single Location,922 LANGLEY AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693062,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235895,Private,13-323-1679,37.05431,BEAUTY SHOP,-76.31098,Manufacturer,Non-Subsidiary,,2024,,Single Location,20 ASTER WAY,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236631192,812112,Beauty Salons
951235896,Private,13-336-5745,36.83704,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.3021,Manufacturer,Non-Subsidiary,,2024,,Single Location,422 LONDON ST APT 3,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237042527,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235897,Private,03-740-3486,37.050864,MOTION PICTURE SERVICES,-76.443966,Manufacturer,Non-Subsidiary,,2023,,Single Location,1 CARRINGTON CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236666030,512191,Teleproduction and Other Postproduction Services
951235898,Private,13-336-9134,37.03774,SERVICES-MISC,-76.3211,Manufacturer,Non-Subsidiary,COASTALCREATIONS.WEEBLY.COM,2024,,Single Location,256 WOODLAND RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692470,711510,"Independent Artists, Writers, and Performers"
951235899,Private,13-318-8577,37.06549,ANIMAL SERVICES,-76.38226,Manufacturer,Non-Subsidiary,,2024,,Single Location,115 GLASCOCK CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661626,812910,Pet Care (except Veterinary) Services
951235900,Private,13-324-0571,37.06491,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.34839,Manufacturer,Non-Subsidiary,,2024,,Single Location,1711 N KING ST APT 23,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691963,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235901,Private,13-325-1328,37.03428,GENERAL AUTO REPAIR,-76.40717,Manufacturer,Non-Subsidiary,,2024,,Single Location,2 W WALKER RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664024,811111,General Automotive Repair
951235902,Private,13-330-4895,37.01712,RET WOMEN'S CLOTHING,-76.41817,Manufacturer,Non-Subsidiary,,2024,,Single Location,103 HILDA CIR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664722,458110,
951235903,Private,11-992-6062,37.01757,PERSONAL CREDIT INSTITUTION,-76.37231,Manufacturer,Non-Subsidiary,,2023,,Single Location,821 DOWNING ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236611409,522291,Consumer Lending
951235904,Private,13-300-7481,37.05454,BUSINESS SERVICES,-76.39759,Manufacturer,Non-Subsidiary,,2024,,Single Location,10211 AUBURN LN,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662498,561990,All Other Support Services
951235905,Private,13-336-8247,36.8125,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.3625,Manufacturer,Non-Subsidiary,,2024,,Single Location,206 CHEROKEE RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012404,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235906,Private,13-322-7714,36.82268,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.32861,Manufacturer,Non-Subsidiary,,2024,,Single Location,122 DALE DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237045309,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235907,Private,13-336-9969,36.8121,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.36564,Manufacturer,Non-Subsidiary,,2024,,Single Location,226 CHOWAN DR APT E,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012469,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235908,Private,13-318-7938,36.84909,LOCAL TRUCKING OPERATOR,-76.33636,Manufacturer,Non-Subsidiary,,2024,,Single Location,337 MT VERNON AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237071624,484110,"General Freight Trucking, Local"
951235909,Private,13-336-5654,37.04913,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.30688,Manufacturer,Non-Subsidiary,,2024,,Single Location,2113 E ROGER PEED DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236631022,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235910,Private,13-298-8265,36.88064,MANAGEMENT CONSULTING SERVICES,-76.39343,Manufacturer,Non-Subsidiary,,2024,,Single Location,5904 HAMPSHIRE GRN,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237035510,541611,Administrative Management and General Management Consulting Services
951235911,Private,13-324-8855,36.87867,TRADE CONTRACTOR,-76.4004,Manufacturer,Non-Subsidiary,,2024,,Single Location,3906 BREAKWATER DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237035300,238990,All Other Specialty Trade Contractors
951235912,Private,13-229-9246,37.098662,SERVICES-MISC,-76.427202,Manufacturer,Non-Subsidiary,WWW.SWEETSPELLCREATIONS.ORG,2024,,Single Location,224 STRATOFORTRESS LN,HAMPTON,USA,YORK,VIRGINIA,236652550,711510,"Independent Artists, Writers, and Performers"
951235913,Private,10-563-3134,37.005453,SERVICES-MISC,-76.390997,Manufacturer,Non-Subsidiary,,2023,,Single Location,21 MIMOSA CRES,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236612325,711510,"Independent Artists, Writers, and Performers"
951235914,Private,08-882-3627,37.063327,SERVICES-MISC,-76.334508,Manufacturer,Non-Subsidiary,,2023,,Single Location,325 RUDISILL RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691848,711510,"Independent Artists, Writers, and Performers"
951235915,Private,13-344-2214,36.82888,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.321374,Manufacturer,Non-Subsidiary,,2024,,Single Location,2209 ROSE AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237043914,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235916,Private,13-316-0147,37.05732,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.43007,Manufacturer,Non-Subsidiary,,2024,,Single Location,17 MICHAELS WOODS DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236665612,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235917,Private,13-330-0188,37.03295,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.42108,Manufacturer,Non-Subsidiary,,2024,,Single Location,419 HOLLOMON DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664926,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235918,Private,12-879-8470,36.829799,GENERAL AUTO REPAIR,-76.353004,Manufacturer,Non-Subsidiary,,2024,,Single Location,4022 CLIFFORD ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237072916,811111,General Automotive Repair
951235919,Private,11-945-7368,36.8696,RETAIL BAKERY,-76.39684,Manufacturer,Non-Subsidiary,,2025,,Single Location,6001 ARTHUR AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237033107,445291,Baked Goods Stores
951235920,Private,13-188-6567,37.06528,REPAIR SERVICES,-76.37797,Manufacturer,Non-Subsidiary,,2024,,Single Location,112 CULOTTA DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661725,561790,Other Services to Buildings and Dwellings
951235921,Private,12-626-5667,36.865918,REPAIR SERVICES,-76.390586,Manufacturer,Non-Subsidiary,,2024,,Single Location,3505 WRIGHT RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237033434,561790,Other Services to Buildings and Dwellings
951235922,Private,13-300-2509,37.021574,REPAIR SERVICES,-76.414009,Manufacturer,Non-Subsidiary,,2024,,Single Location,201 JOYNES RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664420,561790,Other Services to Buildings and Dwellings
